,CodeAntena,Duracion,Hora,NumeroDestino
299,1100162547,0 days 00:06:00.000000000,2018-07-17 06:03:00,311.487.6976
300,1100162304,0 days 00:01:00.000000000,2018-07-17 11:09:00,311.487.6976
301,1100162587,0 days 00:02:00.000000000,2018-07-17 20:14:00,315.777.6549
302,1100135559,0 days 00:06:00.000000000,2018-07-18 11:52:00,315.777.6549
303,1100187721,0 days 00:06:00.000000000,2018-07-18 21:19:00,311.487.6976
304,1100123528,0 days 00:03:00.000000000,2018-07-18 18:03:00,301.009.5672
305,1100187209,0 days 00:05:00.000000000,2018-07-18 10:57:00,315.777.6549
306,1100135356,0 days 00:06:00.000000000,2018-07-18 20:51:00,315.777.6549
307,1100135148,0 days 00:03:00.000000000,2018-07-18 16:39:00,315.777.6549
308,1100123465,0 days 00:05:00.000000000,2018-07-18 09:05:00,311.487.6976
309,1100123426,0 days 00:02:00.000000000,2018-07-18 19:45:00,301.009.5672
310,1100123290,0 days 00:03:00.000000000,2018-07-18 18:42:00,301.009.5672
311,1100135393,0 days 00:01:00.000000000,2018-07-19 13:50:00,311.487.6976
312,1100123745,0 days 00:05:00.000000000,2018-07-19 17:42:00,315.777.6549
313,1100123523,0 days 00:04:00.000000000,2018-07-19 13:48:00,315.777.6549
314,1100135338,0 days 00:01:00.000000000,2018-07-19 11:17:00,311.487.6976
315,1100135155,0 days 00:02:00.000000000,2018-07-19 20:30:00,311.487.6976
316,1100162619,0 days 00:01:00.000000000,2018-07-19 22:25:00,301.009.5672
317,1100135296,0 days 00:03:00.000000000,2018-07-19 12:02:00,315.777.6549
318,1100135341,0 days 00:05:00.000000000,2018-07-20 18:50:00,300.227.8739
319,1100162104,0 days 00:05:00.000000000,2018-07-20 08:55:00,315.777.6549
320,1100187403,0 days 00:03:00.000000000,2018-07-20 17:04:00,300.227.8739
321,1100135860,0 days 00:06:00.000000000,2018-07-20 22:17:00,315.777.6549
322,1100135123,0 days 00:04:00.000000000,2018-07-20 09:06:00,315.777.6549
323,1100162794,0 days 00:06:00.000000000,2018-07-20 14:24:00,315.777.6549
324,1100123452,0 days 00:04:00.000000000,2018-07-20 21:09:00,311.487.6976
325,1100187868,0 days 00:01:00.000000000,2018-07-20 07:16:00,315.777.6549
326,1100123844,0 days 00:05:00.000000000,2018-07-21 20:48:00,300.227.8739
327,1100135782,0 days 00:02:00.000000000,2018-07-21 18:20:00,301.009.5672
328,1100187675,0 days 00:06:00.000000000,2018-07-21 18:09:00,315.777.6549
329,1100123825,0 days 00:05:00.000000000,2018-07-21 06:42:00,301.009.5672
330,1100187445,0 days 00:01:00.000000000,2018-07-21 19:17:00,300.227.8739
331,1100123604,0 days 00:01:00.000000000,2018-07-21 09:29:00,300.227.8739
332,1100187281,0 days 00:03:00.000000000,2018-07-22 07:19:00,301.009.5672
333,1100135138,0 days 00:03:00.000000000,2018-07-22 19:57:00,301.009.5672
334,1100123657,0 days 00:06:00.000000000,2018-07-22 09:19:00,315.777.6549
335,1100162320,0 days 00:03:00.000000000,2018-07-22 19:49:00,301.009.5672
336,1100187837,0 days 00:04:00.000000000,2018-07-22 08:44:00,311.487.6976
337,1100135895,0 days 00:05:00.000000000,2018-07-22 14:35:00,301.009.5672
338,1100162499,0 days 00:06:00.000000000,2018-07-22 18:59:00,300.227.8739
339,1100162158,0 days 00:06:00.000000000,2018-07-23 16:30:00,315.777.6549
340,1100135865,0 days 00:03:00.000000000,2018-07-23 12:08:00,315.777.6549
341,1100135380,0 days 00:03:00.000000000,2018-07-23 09:24:00,301.009.5672
342,1100162427,0 days 00:06:00.000000000,2018-07-23 16:33:00,315.777.6549
343,1100135700,0 days 00:03:00.000000000,2018-07-23 07:45:00,315.777.6549
344,1100123789,0 days 00:01:00.000000000,2018-07-23 09:41:00,315.777.6549
345,1100135809,0 days 00:06:00.000000000,2018-07-23 18:36:00,315.777.6549
346,1100162206,0 days 00:02:00.000000000,2018-07-23 17:22:00,300.227.8739
347,1100135160,0 days 00:03:00.000000000,2018-07-24 21:09:00,311.487.6976
348,1100123281,0 days 00:03:00.000000000,2018-07-24 18:54:00,315.777.6549
349,1100162414,0 days 00:01:00.000000000,2018-07-24 15:45:00,315.777.6549
350,1100135641,0 days 00:04:00.000000000,2018-07-24 11:39:00,300.227.8739
351,1100135148,0 days 00:04:00.000000000,2018-07-24 11:12:00,315.777.6549
352,1100187840,0 days 00:06:00.000000000,2018-07-24 21:19:00,315.777.6549
353,1100162425,0 days 00:05:00.000000000,2018-07-25 19:53:00,315.777.6549
354,1100187574,0 days 00:02:00.000000000,2018-07-25 13:53:00,315.777.6549
355,1100162833,0 days 00:06:00.000000000,2018-07-25 21:32:00,301.009.5672
356,1100123119,0 days 00:02:00.000000000,2018-07-26 09:56:00,311.487.6976
357,1100187677,0 days 00:06:00.000000000,2018-07-26 09:40:00,311.487.6976
358,1100123553,0 days 00:05:00.000000000,2018-07-26 20:11:00,311.487.6976
359,1100123103,0 days 00:02:00.000000000,2018-07-26 19:13:00,315.777.6549
360,1100135169,0 days 00:03:00.000000000,2018-07-27 12:00:00,315.777.6549
361,1100162228,0 days 00:06:00.000000000,2018-07-27 10:57:00,311.487.6976
362,1100162333,0 days 00:01:00.000000000,2018-07-27 18:23:00,301.009.5672
363,1100162189,0 days 00:04:00.000000000,2018-07-27 16:14:00,315.777.6549
364,1100187789,0 days 00:05:00.000000000,2018-07-27 22:21:00,311.487.6976
365,1100187166,0 days 00:03:00.000000000,2018-07-27 19:58:00,301.009.5672
366,1100135629,0 days 00:04:00.000000000,2018-07-27 11:47:00,315.777.6549
367,1100162394,0 days 00:05:00.000000000,2018-07-28 10:27:00,301.009.5672
368,1100135855,0 days 00:04:00.000000000,2018-07-28 18:09:00,301.009.5672
369,1100123880,0 days 00:04:00.000000000,2018-07-28 09:28:00,301.009.5672
370,1100187824,0 days 00:04:00.000000000,2018-07-28 08:55:00,311.487.6976
371,1100187580,0 days 00:03:00.000000000,2018-07-28 16:45:00,315.777.6549
372,1100135245,0 days 00:03:00.000000000,2018-07-28 21:57:00,311.487.6976
373,1100187803,0 days 00:05:00.000000000,2018-07-29 09:48:00,301.009.5672
374,1100123138,0 days 00:05:00.000000000,2018-07-29 08:19:00,315.777.6549
375,1100123508,0 days 00:02:00.000000000,2018-07-29 07:06:00,301.009.5672
376,1100135114,0 days 00:01:00.000000000,2018-07-29 09:27:00,315.777.6549
377,1100135373,0 days 00:03:00.000000000,2018-07-29 13:23:00,311.487.6976
378,1100162687,0 days 00:02:00.000000000,2018-07-29 08:58:00,315.777.6549
379,1100135502,0 days 00:03:00.000000000,2018-07-29 11:47:00,300.227.8739
380,1100162784,0 days 00:02:00.000000000,2018-07-29 09:41:00,311.487.6976
381,1100162417,0 days 00:06:00.000000000,2018-07-29 19:47:00,315.777.6549
382,1100135755,0 days 00:06:00.000000000,2018-07-30 06:15:00,300.227.8739
383,1100162124,0 days 00:04:00.000000000,2018-07-30 18:22:00,311.487.6976
384,1100187123,0 days 00:05:00.000000000,2018-07-30 13:21:00,315.777.6549
385,1100187225,0 days 00:01:00.000000000,2018-07-30 10:46:00,311.487.6976
386,1100135582,0 days 00:06:00.000000000,2018-07-30 13:51:00,311.487.6976
387,1100162500,0 days 00:03:00.000000000,2018-07-30 08:55:00,311.487.6976
388,1100135815,0 days 00:06:00.000000000,2018-07-30 11:05:00,311.487.6976
389,1100187279,0 days 00:06:00.000000000,2018-07-30 13:30:00,300.227.8739
390,1100162427,0 days 00:01:00.000000000,2018-07-30 20:09:00,315.777.6549
391,1100187766,0 days 00:01:00.000000000,2018-07-31 14:55:00,301.009.5672
392,1100135477,0 days 00:05:00.000000000,2018-07-31 22:37:00,300.227.8739
393,1100187176,0 days 00:02:00.000000000,2018-07-31 22:01:00,301.009.5672
394,1100135724,0 days 00:01:00.000000000,2018-07-31 21:35:00,301.009.5672
395,1100187290,0 days 00:02:00.000000000,2018-07-31 20:46:00,315.777.6549
396,1100135140,0 days 00:06:00.000000000,2018-07-31 11:00:00,301.009.5672
397,1100187716,0 days 00:04:00.000000000,2018-07-31 19:06:00,300.227.8739
398,1100135227,0 days 00:06:00.000000000,2018-08-01 08:46:00,301.009.5672
399,1100162894,0 days 00:01:00.000000000,2018-08-01 06:35:00,301.009.5672
400,1100123731,0 days 00:02:00.000000000,2018-08-01 07:26:00,301.009.5672
401,1100135635,0 days 00:02:00.000000000,2018-08-01 16:03:00,311.487.6976
402,1100123727,0 days 00:03:00.000000000,2018-08-01 11:58:00,315.777.6549
403,1100162771,0 days 00:04:00.000000000,2018-08-01 06:37:00,300.227.8739
404,1100123442,0 days 00:01:00.000000000,2018-08-02 20:18:00,315.777.6549
405,1100162220,0 days 00:04:00.000000000,2018-08-02 14:39:00,301.009.5672
406,1100123670,0 days 00:02:00.000000000,2018-08-02 16:45:00,311.487.6976
407,1100135399,0 days 00:06:00.000000000,2018-08-02 07:25:00,315.777.6549
408,1100187486,0 days 00:02:00.000000000,2018-08-02 16:32:00,315.777.6549
409,2367262278,0 days 00:03:00.000000000,2018-08-03 17:34:00,311.487.6976
410,2367235377,0 days 00:02:00.000000000,2018-08-03 21:32:00,315.777.6549
411,2367262534,0 days 00:03:00.000000000,2018-08-03 21:55:00,315.777.6549
412,2367262818,0 days 00:01:00.000000000,2018-08-03 08:09:00,300.227.8739
413,2367262609,0 days 00:04:00.000000000,2018-08-03 07:39:00,311.487.6976
414,2367262437,0 days 00:05:00.000000000,2018-08-04 13:30:00,315.777.6549
415,2367262557,0 days 00:03:00.000000000,2018-08-04 12:20:00,301.009.5672
416,2367262264,0 days 00:04:00.000000000,2018-08-04 08:08:00,301.009.5672
417,2367262571,0 days 00:05:00.000000000,2018-08-05 21:06:00,301.009.5672
418,2367287325,0 days 00:04:00.000000000,2018-08-05 08:33:00,315.777.6549
419,1100162549,0 days 00:06:00.000000000,2018-08-06 08:51:00,300.227.8739
420,1100135110,0 days 00:03:00.000000000,2018-08-06 09:41:00,301.009.5672
421,1100162242,0 days 00:02:00.000000000,2018-08-06 09:56:00,301.009.5672
422,1100123122,0 days 00:05:00.000000000,2018-08-06 15:04:00,301.009.5672
423,1100135430,0 days 00:01:00.000000000,2018-08-06 09:55:00,315.777.6549
424,1100162847,0 days 00:01:00.000000000,2018-08-06 12:12:00,315.777.6549
425,1100187197,0 days 00:05:00.000000000,2018-08-06 16:21:00,311.487.6976
426,1100187227,0 days 00:02:00.000000000,2018-08-06 12:26:00,315.777.6549
427,1100162501,0 days 00:06:00.000000000,2018-08-07 11:39:00,315.777.6549
428,1100162445,0 days 00:02:00.000000000,2018-08-07 12:06:00,315.777.6549
429,1100162883,0 days 00:02:00.000000000,2018-08-07 10:04:00,301.009.5672
430,1100123796,0 days 00:05:00.000000000,2018-08-07 14:37:00,301.009.5672
431,1100135193,0 days 00:03:00.000000000,2018-08-07 17:42:00,300.227.8739
432,1100135210,0 days 00:06:00.000000000,2018-08-07 19:12:00,315.777.6549
433,1100123792,0 days 00:01:00.000000000,2018-08-07 07:34:00,301.009.5672
434,1100135645,0 days 00:03:00.000000000,2018-08-07 09:38:00,315.777.6549
435,1100187759,0 days 00:03:00.000000000,2018-08-07 22:12:00,315.777.6549
436,1100162752,0 days 00:06:00.000000000,2018-08-08 19:08:00,311.487.6976
437,1100187479,0 days 00:04:00.000000000,2018-08-08 15:50:00,301.009.5672
438,1100135326,0 days 00:04:00.000000000,2018-08-08 20:25:00,300.227.8739
439,1100162886,0 days 00:02:00.000000000,2018-08-08 17:25:00,315.777.6549
440,1100187565,0 days 00:05:00.000000000,2018-08-08 10:59:00,301.009.5672
441,1100123417,0 days 00:04:00.000000000,2018-08-08 09:56:00,315.777.6549
442,1100135843,0 days 00:04:00.000000000,2018-08-08 19:36:00,300.227.8739
443,1100123363,0 days 00:01:00.000000000,2018-08-08 07:58:00,315.777.6549
444,1100162557,0 days 00:06:00.000000000,2018-08-08 13:37:00,301.009.5672
445,1100123518,0 days 00:03:00.000000000,2018-08-09 14:42:00,300.227.8739
446,1100135841,0 days 00:05:00.000000000,2018-08-09 18:03:00,300.227.8739
447,1100187487,0 days 00:04:00.000000000,2018-08-09 20:05:00,315.777.6549
448,1100135300,0 days 00:06:00.000000000,2018-08-09 22:02:00,311.487.6976
449,1100187217,0 days 00:06:00.000000000,2018-08-09 06:41:00,311.487.6976
450,1100135808,0 days 00:04:00.000000000,2018-08-09 11:24:00,311.487.6976
451,1100123881,0 days 00:04:00.000000000,2018-08-09 11:00:00,315.777.6549
452,1100135517,0 days 00:04:00.000000000,2018-08-09 07:36:00,301.009.5672
453,1100135393,0 days 00:02:00.000000000,2018-08-09 16:46:00,315.777.6549
454,1100123889,0 days 00:06:00.000000000,2018-08-10 08:54:00,300.227.8739
455,1100135430,0 days 00:02:00.000000000,2018-08-10 14:30:00,301.009.5672
456,1100135358,0 days 00:01:00.000000000,2018-08-10 16:51:00,301.009.5672
457,1100162360,0 days 00:05:00.000000000,2018-08-10 19:14:00,311.487.6976
458,1100135209,0 days 00:02:00.000000000,2018-08-10 22:33:00,301.009.5672
459,1100162611,0 days 00:04:00.000000000,2018-08-10 10:12:00,301.009.5672
460,1100187170,0 days 00:01:00.000000000,2018-08-10 19:02:00,311.487.6976
461,1100162379,0 days 00:02:00.000000000,2018-08-10 12:07:00,315.777.6549
462,1100162879,0 days 00:05:00.000000000,2018-08-10 09:09:00,315.777.6549
463,1100162685,0 days 00:05:00.000000000,2018-08-11 11:09:00,301.009.5672
464,1100187699,0 days 00:06:00.000000000,2018-08-11 17:32:00,301.009.5672
465,1100162115,0 days 00:03:00.000000000,2018-08-11 20:21:00,311.487.6976
466,1100135895,0 days 00:02:00.000000000,2018-08-11 20:14:00,301.009.5672
467,1100135165,0 days 00:04:00.000000000,2018-08-11 06:33:00,315.777.6549
468,1100187146,0 days 00:03:00.000000000,2018-08-11 18:21:00,311.487.6976
469,1100135580,0 days 00:02:00.000000000,2018-08-12 12:51:00,301.009.5672
470,1100135611,0 days 00:01:00.000000000,2018-08-12 17:18:00,315.777.6549
471,1100135767,0 days 00:04:00.000000000,2018-08-12 12:07:00,315.777.6549
472,1100162171,0 days 00:04:00.000000000,2018-08-12 18:12:00,301.009.5672
473,1100162188,0 days 00:02:00.000000000,2018-08-12 20:18:00,301.009.5672
474,1100135105,0 days 00:02:00.000000000,2018-08-12 17:15:00,315.777.6549
475,1100123111,0 days 00:05:00.000000000,2018-08-12 20:43:00,315.777.6549
476,1100162392,0 days 00:02:00.000000000,2018-08-13 06:14:00,311.487.6976
477,1100187331,0 days 00:04:00.000000000,2018-08-13 18:41:00,315.777.6549
478,1100135400,0 days 00:05:00.000000000,2018-08-13 10:29:00,300.227.8739
479,1100135324,0 days 00:05:00.000000000,2018-08-13 10:08:00,315.777.6549
480,1100162324,0 days 00:04:00.000000000,2018-08-13 13:21:00,315.777.6549
481,1100135147,0 days 00:02:00.000000000,2018-08-13 12:43:00,301.009.5672
482,1100123691,0 days 00:03:00.000000000,2018-08-13 10:30:00,315.777.6549
483,1100135548,0 days 00:01:00.000000000,2018-08-13 08:06:00,315.777.6549
484,1100162214,0 days 00:05:00.000000000,2018-08-13 20:57:00,315.777.6549
485,1100162685,0 days 00:05:00.000000000,2018-08-14 09:59:00,301.009.5672
486,1100135226,0 days 00:05:00.000000000,2018-08-14 17:57:00,301.009.5672
487,1100135383,0 days 00:03:00.000000000,2018-08-14 12:14:00,301.009.5672
488,1100123787,0 days 00:03:00.000000000,2018-08-14 22:02:00,300.227.8739
489,1100162598,0 days 00:05:00.000000000,2018-08-14 08:34:00,315.777.6549
490,1100162103,0 days 00:04:00.000000000,2018-08-14 20:29:00,315.777.6549
491,1100123619,0 days 00:03:00.000000000,2018-08-14 11:50:00,315.777.6549
492,1100123128,0 days 00:02:00.000000000,2018-08-15 08:29:00,301.009.5672
493,1100162129,0 days 00:06:00.000000000,2018-08-15 08:00:00,311.487.6976
494,1100135646,0 days 00:01:00.000000000,2018-08-15 10:54:00,315.777.6549
495,1100187799,0 days 00:02:00.000000000,2018-08-15 21:39:00,315.777.6549
496,1100187681,0 days 00:01:00.000000000,2018-08-15 16:58:00,315.777.6549
497,1100135427,0 days 00:01:00.000000000,2018-08-16 18:22:00,315.777.6549
498,1100162756,0 days 00:05:00.000000000,2018-08-16 06:52:00,315.777.6549
499,1100162445,0 days 00:06:00.000000000,2018-08-16 15:21:00,301.009.5672
500,1100123896,0 days 00:04:00.000000000,2018-08-16 07:22:00,301.009.5672
501,1100135308,0 days 00:05:00.000000000,2018-08-16 09:33:00,315.777.6549
502,1100123731,0 days 00:02:00.000000000,2018-08-16 10:04:00,300.227.8739
503,1100135691,0 days 00:02:00.000000000,2018-08-17 10:51:00,311.487.6976
504,1100187403,0 days 00:05:00.000000000,2018-08-17 12:42:00,301.009.5672
505,1100162625,0 days 00:04:00.000000000,2018-08-17 07:54:00,301.009.5672
506,1100187105,0 days 00:03:00.000000000,2018-08-17 17:20:00,301.009.5672
507,1100135160,0 days 00:05:00.000000000,2018-08-17 12:14:00,311.487.6976
508,1100162615,0 days 00:02:00.000000000,2018-08-17 08:10:00,301.009.5672
509,1100162541,0 days 00:04:00.000000000,2018-08-17 20:26:00,311.487.6976
510,1100162469,0 days 00:04:00.000000000,2018-08-17 16:11:00,315.777.6549
511,1100135771,0 days 00:05:00.000000000,2018-08-17 20:35:00,301.009.5672
512,1100162230,0 days 00:01:00.000000000,2018-08-18 14:13:00,311.487.6976
513,1100187561,0 days 00:05:00.000000000,2018-08-18 10:32:00,300.227.8739
514,1100162859,0 days 00:05:00.000000000,2018-08-18 15:31:00,301.009.5672
515,1100162325,0 days 00:03:00.000000000,2018-08-18 21:39:00,311.487.6976
516,1100123212,0 days 00:01:00.000000000,2018-08-18 16:33:00,315.777.6549
517,1100123554,0 days 00:03:00.000000000,2018-08-18 14:08:00,315.777.6549
518,1100123423,0 days 00:01:00.000000000,2018-08-18 18:31:00,301.009.5672
519,1100162672,0 days 00:03:00.000000000,2018-08-19 22:14:00,301.009.5672
520,1100135857,0 days 00:01:00.000000000,2018-08-19 06:13:00,315.777.6549
521,1100135684,0 days 00:02:00.000000000,2018-08-19 12:22:00,315.777.6549
522,1100162784,0 days 00:02:00.000000000,2018-08-19 10:40:00,301.009.5672
523,1100123833,0 days 00:01:00.000000000,2018-08-19 18:47:00,301.009.5672
524,1100187693,0 days 00:02:00.000000000,2018-08-19 21:31:00,311.487.6976
525,1100135393,0 days 00:04:00.000000000,2018-08-20 12:19:00,300.227.8739
526,1100187380,0 days 00:02:00.000000000,2018-08-20 16:54:00,315.777.6549
527,1100187306,0 days 00:01:00.000000000,2018-08-20 15:42:00,315.777.6549
528,1100135528,0 days 00:06:00.000000000,2018-08-20 14:19:00,315.777.6549
529,1100162246,0 days 00:02:00.000000000,2018-08-20 12:04:00,315.777.6549
530,1100162184,0 days 00:04:00.000000000,2018-08-20 10:28:00,300.227.8739
531,1100135763,0 days 00:06:00.000000000,2018-08-20 22:20:00,315.777.6549
532,1100162883,0 days 00:06:00.000000000,2018-08-20 11:48:00,300.227.8739
533,1100135177,0 days 00:02:00.000000000,2018-08-20 07:26:00,311.487.6976
534,1100135611,0 days 00:01:00.000000000,2018-08-21 14:50:00,300.227.8739
535,1100187823,0 days 00:03:00.000000000,2018-08-21 15:22:00,301.009.5672
536,1100135496,0 days 00:04:00.000000000,2018-08-21 08:29:00,301.009.5672
537,1100162776,0 days 00:02:00.000000000,2018-08-21 18:25:00,301.009.5672
538,1100162689,0 days 00:06:00.000000000,2018-08-21 11:57:00,300.227.8739
539,1100162868,0 days 00:04:00.000000000,2018-08-21 12:05:00,301.009.5672
540,1100135232,0 days 00:03:00.000000000,2018-08-21 12:19:00,311.487.6976
541,1100123187,0 days 00:01:00.000000000,2018-08-21 07:16:00,311.487.6976
542,1100162572,0 days 00:05:00.000000000,2018-08-21 19:49:00,315.777.6549
543,1100123701,0 days 00:03:00.000000000,2018-08-22 17:23:00,311.487.6976
544,1100135723,0 days 00:06:00.000000000,2018-08-22 09:16:00,311.487.6976
545,1100135528,0 days 00:05:00.000000000,2018-08-22 15:17:00,301.009.5672
546,1100162848,0 days 00:02:00.000000000,2018-08-22 11:06:00,301.009.5672
547,1100162564,0 days 00:04:00.000000000,2018-08-22 10:04:00,315.777.6549
548,1100123108,0 days 00:05:00.000000000,2018-08-23 09:17:00,315.777.6549
549,1100162606,0 days 00:04:00.000000000,2018-08-23 08:10:00,311.487.6976
550,1100135833,0 days 00:02:00.000000000,2018-08-23 07:45:00,301.009.5672
551,1100123792,0 days 00:05:00.000000000,2018-08-23 08:51:00,311.487.6976
552,1100123263,0 days 00:05:00.000000000,2018-08-23 15:01:00,315.777.6549
553,1100162759,0 days 00:01:00.000000000,2018-08-23 14:56:00,300.227.8739
554,1100162742,0 days 00:01:00.000000000,2018-08-24 17:13:00,311.487.6976
555,1100162855,0 days 00:06:00.000000000,2018-08-24 18:20:00,315.777.6549
556,1100162565,0 days 00:06:00.000000000,2018-08-24 09:50:00,315.777.6549
557,1100162635,0 days 00:01:00.000000000,2018-08-24 18:59:00,301.009.5672
558,1100135566,0 days 00:01:00.000000000,2018-08-24 13:20:00,315.777.6549
559,1100162588,0 days 00:02:00.000000000,2018-08-24 16:47:00,300.227.8739
560,1100187795,0 days 00:06:00.000000000,2018-08-25 18:37:00,301.009.5672
561,1100162110,0 days 00:02:00.000000000,2018-08-25 19:01:00,311.487.6976
562,1100135689,0 days 00:03:00.000000000,2018-08-25 19:56:00,315.777.6549
563,1100123662,0 days 00:06:00.000000000,2018-08-25 17:20:00,315.777.6549
564,1100162780,0 days 00:05:00.000000000,2018-08-25 16:13:00,301.009.5672
565,1100162127,0 days 00:06:00.000000000,2018-08-25 13:08:00,301.009.5672
566,1100187273,0 days 00:04:00.000000000,2018-08-25 17:41:00,301.009.5672
567,1100162318,0 days 00:01:00.000000000,2018-08-25 12:46:00,301.009.5672
568,1100162211,0 days 00:02:00.000000000,2018-08-25 16:36:00,301.009.5672
569,1100162864,0 days 00:04:00.000000000,2018-08-26 15:03:00,315.777.6549
570,1100135700,0 days 00:01:00.000000000,2018-08-26 16:50:00,315.777.6549
571,1100162434,0 days 00:02:00.000000000,2018-08-26 06:52:00,301.009.5672
572,1100123680,0 days 00:03:00.000000000,2018-08-26 17:25:00,301.009.5672
573,1100187175,0 days 00:03:00.000000000,2018-08-26 10:56:00,315.777.6549
574,1100135418,0 days 00:03:00.000000000,2018-08-26 14:11:00,311.487.6976
575,1100162698,0 days 00:05:00.000000000,2018-08-26 11:57:00,300.227.8739
576,1100135542,0 days 00:01:00.000000000,2018-08-27 18:28:00,311.487.6976
577,1100135402,0 days 00:02:00.000000000,2018-08-27 15:43:00,315.777.6549
578,1100187868,0 days 00:01:00.000000000,2018-08-27 11:18:00,315.777.6549
579,1100135551,0 days 00:02:00.000000000,2018-08-27 16:02:00,301.009.5672
580,1100135199,0 days 00:04:00.000000000,2018-08-27 12:50:00,300.227.8739
581,1100123786,0 days 00:03:00.000000000,2018-08-27 19:52:00,311.487.6976
582,1100162768,0 days 00:01:00.000000000,2018-08-27 15:03:00,315.777.6549
583,1100135385,0 days 00:05:00.000000000,2018-08-27 06:23:00,301.009.5672
584,1100162591,0 days 00:01:00.000000000,2018-08-28 14:40:00,300.227.8739
585,1100187349,0 days 00:03:00.000000000,2018-08-28 11:59:00,315.777.6549
586,1100135389,0 days 00:06:00.000000000,2018-08-28 15:19:00,311.487.6976
587,1100123571,0 days 00:03:00.000000000,2018-08-28 07:45:00,315.777.6549
588,1100162850,0 days 00:01:00.000000000,2018-08-28 22:22:00,300.227.8739
589,1100162155,0 days 00:06:00.000000000,2018-08-28 17:41:00,315.777.6549
590,1100162274,0 days 00:04:00.000000000,2018-08-29 14:58:00,301.009.5672
591,1100123693,0 days 00:05:00.000000000,2018-08-29 13:08:00,311.487.6976
592,1100162828,0 days 00:04:00.000000000,2018-08-29 11:35:00,301.009.5672
593,1100187546,0 days 00:06:00.000000000,2018-08-30 12:18:00,315.777.6549
594,1100162234,0 days 00:05:00.000000000,2018-08-30 08:37:00,311.487.6976
595,1100123268,0 days 00:06:00.000000000,2018-08-30 12:00:00,301.009.5672
596,1100162263,0 days 00:03:00.000000000,2018-08-30 10:49:00,301.009.5672
597,1100135481,0 days 00:02:00.000000000,2018-08-30 10:34:00,311.487.6976
